»ó¼ö´ë¿ª,»ó¼ö,¿øº»·¹º§,songno,diff,°î¸í,³ëÆ®¼ö,maxroll
2,2.3,6,1494,oni,û¿ª­ª¹ª®ªÆØþ£¡,329,100
2,2.3,6,1284,oni,Yesterday,334,73
2,2.2,6,1283,oni,Say Something,292,100
2,2.2,6,1331,oni,Miss You 3000,211,0
2,2.2,6,1286,oni,ËÒèÙðÄãçîÜçíå¨,306,100
2,2.2,6,1281,oni,Fairy Tale,227,100
2,2.2,6,1342,oni,Got Boost?,321,30
2,2.2,6,1359,oni,ª«ªïª¤ª¤ªÀª±ª¸ªãªÀªáªÇª¹ª«£¿,370,100
2,2.2,6,236,oni,ª¯ªÞªâªÈ«µ«×«é«¤«º£¡,371,36
2,2.2,6,8,oni,õ±ãÁÍö«¢«É«Ù«ó«Á«ã?,420,100
2,2.1,6,1373,oni,ô¶Ò´ñý?,389,100
2,2.1,6,956,oni,ªÀª«ªéÜÒªÏëå?ªò?ªáª¿,275,100
2,2.1,6,384,oni,RPG,345,55
2,2.1,5,245,oni,«ê«ó«À«ê«ó«À,384,100
2,2.1,5,1444,oni,GET BACK,293,100
2,2.1,6,842,oni,ûõÖ¥ü¤,291,100
2,2.1,6,913,oni,«®«ó«®«éëÞùÁ,363,65
2,2.1,6,1299,oni,ÓÞû¿ª­ªËªÊªìªÐª¤ª¤ªóª¸ªãªÊª¤£¿,304,100
2,2.1,6,1409,oni,äñ¢½«¹«¯«ê¢¦«à£¡,323,50
2,2.1,6,1076,oni,AWAY,268,100
2,2,6,1114,oni,«·«ã«¤«Ë«ó«°«¹«¿?,369,100
2,2,6,9,oni,«­«ßªÈúÂª¯«Ï?«â«Ë?,466,100
2,2,6,1300,oni,Show Time,277,0
2,2,6,177,oni,«Ï«ë«¦«¿,273,100
2,2,6,1301,oni,AMPTAKxCOLORS,270,100
2,2,6,582,oni,«­«ßªÈ«Ü«¯ªÎ«ß«é«¤,292,100
2,2,6,711,oni,Ì¸ª¿ª³ªÈªâªÊª¤ÌØßä,329,100
1,1.9,6,886,oni,«Ï«í?£¡ªÉªóªÁªãªó,349,100
1,1.9,4,122,oni,ÙÓªòª«ªÊª¨ªÆ«É«éª¨ªâªó,321,0
1,1.9,3,492,oni,äñø¦,145,100
1,1.9,5,1201,oni,«É«É«É«É«É«óªÀ«Õ«ë£¡,329,100
1,1.9,6,1399,oni,Walk with your smile,311,100
1,1.9,6,882,oni,ëàÒ³ú°Üø,352,100
1,1.9,6,1186,oni,Bukan Cinta Biasa,321,100
1,1.9,6,1376,oni,Those Bygone Years,275,100
1,1.8,6,1187,oni,Love You,192,100
1,1.8,5,271,oni,Extreme MGG¡Ú¡Ú¡Ú,345,100
1,1.8,6,482,oni,GOIN'!!!,346,100
1,1.8,5,368,oni,ªµªóªÝ,371,100
1,1.8,4,1055,oni,Baby Shark£¨«Ù«¤«Ó??«·«ã?«¯£©,318,100
1,1.8,5,415,oni,÷¼ÍÕ«é«Ö£¡,521,100
1,1.8,4,1153,oni,ªÛªáªÎªÓ,294,100
1,1.7,5,1333,oni,Ô£÷À,172,100
1,1.7,4,664,oni,ªÉªóí­ªÎ«Õ«¡?«¹«È«Ç?«È,427,0
1,1.7,5,1110,oni,ª­ªçª¦ªÏª¿ª¤ª³èøìí,251,100
1,1.7,5,894,oni,ÐÑ,323,100
1,1.7,5,353,oni,«í«Ã«¯«ó?«Ï?«È£¡,384,100
1,1.7,5,1490,oni,«Ï?«ÈªË«Ò«ó«È£¡Ù£÷®ïÏ«×«ê«­«å«¢£¡,358,100
1,1.7,5,197,oni,The world is all one !!,495,100
1,1.6,4,1244,oni,CHEMY¡¿STORY,326,100
1,1.6,5,25,oni,«Õ«é«¤«ó«°«²«Ã«È,306,100
1,1.6,6,1374,oni,çµÜôã÷Ö¤îÜäñ Unbreakable Love,322,100
1,1.6,5,1330,oni,ú­üÄô¸Íö,297,100
1,1.6,4,36,oni,Let It Go¢¦ª¢ªêªÎªÞªÞªÇ¢¦,361,100
1,1.6,5,1400,oni,I wonder,275,100
1,1.6,5,1029,oni,«««é«Õ«ë?«Ñ?«Æ«£,225,100
1,1.5,5,366,oni,ª­ªßªÎª¢ª«ªê,382,100
1,1.5,5,1361,oni,ª·ªÊª³«ï?«ë«É,387,100
1,1.5,5,1332,oni,èÝÝå,313,100
1,1.5,5,430,oni,ªÈªÊªêªÎ«È«È«í,296,83
1,1.5,4,974,oni,æú,216,100
1,1.5,4,11,oni,ªßªéª¯ªë¡Ù«È«é«Ù«ë,338,100
1,1.4,5,1212,oni,Rat A Tat!!!,251,100
1,1.4,5,1218,oni,Úô«ÎÐôîæ,281,100
1,1.4,4,1302,oni,øïß¾?Óé«Ö«ó«Ö«ó«¸«ã?,224,100
1,1.4,5,101,oni,«³«³«í?ª¬ª»ªÃ£¡,285,100
1,1.4,4,1343,oni,ªªªÏªèª¦«á«ëªÁªãªó,279,81
1,1.3,3,1295,oni,ª¦ªóªÔ«Õ«ì«ó«º,189,100
1,1.3,5,877,oni,Óï??Ùñ,399,100
1,1.3,5,824,oni,«É«é«Þ«Ä«ë«®?,199,100
1,1.3,4,272,oni,«ß«å?«¸«Ã«¯?«ê«Ü«ë«Ð?,443,33
1,1.3,4,314,oni,ªªªÉªë«Ý«ó«Ý«³«ê«ó,288,100
1,1.2,2,831,oni,«²«²«²ªÎÐ¡÷¼?,155,100
1,1.2,5,1389,oni,«­«ßªÈ«¢«¤«É«ë«×«ê«­«å«¢¢Ü Light Up£¡,344,100
1,1.2,4,853,oni,«×«×«ÃªÈ«Õ«à«ÃªÈª«ª¤ª±ªÄ«À«ó«¹,382,100
1,1.2,5,1118,oni,ªÏªÍªÞªê?ðÃ,302,100
1,1.2,2,1466,ura,ªÉªóªÁªãªóª¨ª«ª­Ê°(×ê),199,17
1,1.2,2,1448,oni,«À«¸«ã«ìde«ª«·«ã«ì,326,100
1,1.1,2,246,oni,Ù¥ìíªâ,397,100
1,1.1,1,42,oni,«¢«ó«Ñ«ó«Þ«óªÎ«Þ?«Á,400,100
1,1.1,3,312,oni,ªèª¯ë´ªÓªèª¯?ªÙ,291,100
1,1.1,3,1243,oni,ªÒªÈªêª´ªÄ¢¦«Ð«ó«ÉVer.¢¦,172,100
1,1.1,5,1375,oni,YIN XING DE CHI BANG,190,100
1,1.1,2,333,oni,äðªÎß¾ªÎ«Ý«Ë«ç,225,83
1,1,1,235,oni,ªâªêªÎª¯ªÞªµªó,197,100
1,1,1,811,oni,ª¢ªÊª¿ªÈ«È«¥«é«Ã«¿«Ã«¿¢Ü,145,100
1,1,1,604,oni,ª¤ªÄªâù¼ÓøªÇªâ,229,100
1,1,2,895,oni,HIMAWARI HAPPY,173,100
