»ó¼ö´ë¿ª,»ó¼ö,¿øº»·¹º§,songno,diff,°î¸í,³ëÆ®¼ö,maxroll
5,5,8,1448,ura,«À«¸«ã«ìde«ª«·«ã«ì(×ê),715,56
5,5,8,754,oni,øÜØÈ¡¢äîªÎªÞªÛªíªÐ,634,100
5,5,8,1403,oni,UNBIAS,578,100
5,5,8,1062,oni,ÜÒªÎ??,411,100
5,5,8,1020,oni,??ðàïÚªÎ«ê«Ð?«¹«·«ó«Ç«ì«é,556,100
5,5,8,623,oni,«Ð«È«ë£­ï³ÎÃà´ûý£­,364,100
5,5,8,1179,oni,«Ï«ë«¸«ª«ó,479,60
5,5,8,1277,oni,ÍößÌöè÷ò,491,100
5,5,8,945,oni,RESTART,544,100
5,5,8,1241,oni,?ªÎª¹ªßª«,460,0
5,5,8,1082,oni,«é«Ö«æ?¡ÙªÉªóªÁªãªó,509,100
5,5,8,470,oni,ÖÃªÎå¨ßÌÍØ,615,100
5,5,8,618,oni,ÏÖªÎ«×«é«Í«Ã«È,450,100
5,5,8,1428,oni,«Ð«°,642,33
5,5,8,880,oni,ÙÓªÈýñØÐ,694,100
5,5,8,711,ura,Ì¸ª¿ª³ªÈªâªÊª¤ÌØßä(×ê),579,0
4,4.9,8,1030,oni,«ô«¡«ó«Ñ«¤«¢,641,100
4,4.9,8,366,ura,ª­ªßªÎª¢ª«ªê(×ê),724,0
4,4.9,8,1460,oni,«¯«¹«·«­,412,0
4,4.9,8,920,oni,«´«Ã«É«½«ó«°,642,94
4,4.9,8,273,ura,ÌùÍØ(×ê),763,62
4,4.9,8,1377,oni,Radiant,557,100
4,4.9,8,842,ura,ûõÖ¥ü¤(×ê),400,100
4,4.9,8,1203,oni,ÙÓª¦ªÄªÄ«««¿«ë«·«¹,433,100
4,4.9,8,479,oni,Thank You!,500,100
4,4.9,8,1252,oni,Neon Sign,392,82
4,4.9,8,728,oni,÷¼åÕÍ§«Ç«¹«³,633,100
4,4.9,8,478,ura,THE IDOLM@STER(×ê),555,100
4,4.9,8,1018,oni,«Ù«Î«à(feat.flower),575,28
4,4.9,8,1306,oni,öÒßä«Ï?«â«Ë?,493,32
4,4.9,8,1439,oni,çýªìªÊª­«¯«½å¯?ªÉªâ,515,100
4,4.9,8,1002,oni,ª¦ªÃª»ª§ªï,420,49
4,4.9,8,277,ura,÷ªÛ¯(×ê),585,100
4,4.9,8,256,oni,ªáª¶ª»«Ý«±«â«ó«Þ«¹«¿? -20th Anniversary-,302,100
4,4.9,8,387,oni,SMOKY THRILL,492,100
4,4.8,8,909,oni,«­«ì«­«ã«ê«ª«ó,439,68
4,4.8,8,607,oni,PERFECT HUMAN,365,100
4,4.8,8,1202,oni,ªïªìªéÙíîØªÎ«É«³«ó?,540,100
4,4.8,8,411,oni,ßäªÏ?ªØªÉß¤ªêªÌªëªò,363,100
4,4.8,7,545,oni,TO MAKE THE END OF BATTLE,602,68
4,4.8,7,1274,oni,ù¦Øª«â«¸«å?«ë6768,644,100
4,4.8,7,151,oni,«Õ«¡«ó«¿«¸?«¾?«ó OPA-OPA! - GMT remix -,537,100
4,4.8,7,342,oni,ßÌª¤ªòâ¢ªËêÃª¤ªò?ªáªÆ,581,100
4,4.8,7,264,oni,«á«««Ç«¹¡£,483,100
4,4.8,7,354,oni,ªµª¤ª¿ªÞ2000,570,100
4,4.8,7,1467,oni,ªµª¤ª¿ªÞ2001,570,100
4,4.8,7,1271,oni,«é?«««ó«Ñ«Í«é,395,0
4,4.8,7,139,oni,dance storm,644,0
4,4.8,7,1518,oni,«ï?«ë«É«¤«º«Þ«¤«ó CPK! Remix (ª«ª°ªä&êÅÌ¸«ä«Á«è ver.),348,100
4,4.8,7,149,oni,«µ«¿«Ç?÷¼ÍÕ«Õ«£?«Ð?,437,100
4,4.8,7,1010,oni,ªÉªóªÁªãªóëåÔé,472,13
4,4.8,7,390,oni,SORA?¥± «°«ê?«¼581,567,12
4,4.8,7,1103,oni,ãêªÃªÝª¤ªÊ,468,100
4,4.8,8,133,oni,ª¤?ª¢ªëªÕª¡ªóª¯ªéªÖ,544,14
4,4.7,8,530,oni,I my moko,465,100
4,4.7,8,911,oni,ãê?ªÎåëª¦ªÈªªªêªË,550,100
4,4.7,8,1056,oni,«°«Ã«Ð«¤à¾åë,686,100
4,4.7,7,111,oni,??ªÎð®ªê,777,0
4,4.7,7,1092,oni,«¢«Ë«Þ«ë,824,0
4,4.7,7,1344,oni,«á«º«Þ«é«¤«¶?,505,100
4,4.7,8,1217,oni,ªÁªå¡¢Òý?àõ¡£,468,100
4,4.7,8,429,oni,ÎÃªëäá,387,100
4,4.7,8,1267,oni,óÝ,460,100
4,4.7,7,553,oni,BLAZING VORTEX,797,100
4,4.7,7,1304,oni,who are you? who are you?,575,100
4,4.7,7,1031,oni,"Hello, Worldooon!!",494,100
4,4.7,7,1423,oni,¡Ú?ê®¡ÙCASINO GALAXY£¡,400,100
4,4.7,7,1366,oni,?ªÎÎø,463,100
4,4.7,8,489,oni,R.Y.U.S.E.I.,371,100
4,4.7,8,279,oni,ØªÛöªÎÑÒÒþïÁ,708,100
4,4.7,8,565,oni,ªÛª¦ª«ª´¡Ù«Þ«¸«·«ã«ó,585,63
4,4.6,8,801,oni,á¦Í£ªÏª¢ªÊª¿ªËáÅª¤ª«ª±ªÆª¤ªë,351,100
4,4.6,8,40,oni,"My Soul, Your Beats!",444,100
4,4.6,8,1157,oni,«ê«ó«ÀªÏÐÑìíªâï¾û¿ðà,444,54
4,4.6,8,726,oni,ªµªèªÊªé«¨«ì«¸?,496,73
4,4.6,7,126,oni,«·«ó«Õ«©«Ë«Ã«¯ «É«ë«¢?«¬,420,69
4,4.6,7,61,oni,«ª«Õ¢Í«í«Ã«¯,594,94
4,4.6,7,380,oni,«ì«¤«ó,299,64
4,4.6,7,141,oni,Fly away,579,100
4,4.6,7,1258,oni,Fly away(ªËª¸ªµªóª¸),579,100
4,4.6,7,941,oni,Fly again!,551,100
4,4.6,7,1416,oni,Love Love Love Love LoveªÐª­ªå?ªóªÃ£¡,555,100
4,4.6,7,107,oni,??ªÃí­«â«ó«¹«¿?,557,97
4,4.6,7,1455,oni,ÙíîØîÜ«Ï«Ô«Í«¹£¡(SOS?5ìÑVer.),503,100
4,4.6,7,109,oni,Many wow bang!,478,39
4,4.6,7,693,oni,ë¯ûã,569,100
4,4.6,7,1053,oni,øÁÔõêÂÜóüÅ«É«ó vs ðè??«««Ã,555,100
4,4.6,7,1396,oni,BRIGHTEST STARS!!,617,100
4,4.5,7,1237,oni,Mood Swing,552,100
4,4.5,7,1408,oni,ÛÃÛÃFIGHT!,629,50
4,4.5,7,500,oni,ýñØÐªØªÎ«á«í«Ç«£?,672,100
4,4.5,7,1197,oni,Re£ºEnd of a Dream,602,23
4,4.5,7,1175,oni,"IAM (feat. Shogo, Tsubasa)",591,20
4,4.5,7,345,oni,«é?«á«ó de Yo-Men!!,487,100
4,4.5,7,1345,oni,«È«ë«³ú¼òäÍØ,581,0
4,4.5,7,444,oni,«Æ«ë«ß«óÎÊßÌÍØ,401,100
4,4.5,7,469,oni,Ú±?ªØªÎËõ,468,49
4,4.5,7,1461,oni,úÔÙ¤Ô³ñé,438,32
4,4.5,7,208,oni,ª¤ªÌªÎªªªÞªïªêªµªó,328,100
4,4.5,7,1520,oni,ðåªê«¹«Ô«ê«Ã«Ä «ï«ó«À? «á«É«ì?,434,100
4,4.5,7,74,oni,ÛÜÙÞª­ªãªéªáªëÙÓü³ªÎªïª¿ª¢ªá,634,100
4,4.5,7,654,oni,GERMINATION,616,76
4,4.5,7,1440,oni,Daddy's Style -ÐÑå¨ªÏ«À«Ç«£«À«Ç«£-,517,100
4,4.5,7,551,oni,ïÊÕü,445,100
4,4.5,8,897,oni,«Ò«ß«Ä«­«Á«å?«Ð?,393,100
4,4.5,7,1251,oni,«ê«Ò«È,403,100
4,4.5,8,1339,oni,«é«¤«é«Ã«¯,433,100
4,4.4,7,1443,oni,««?«Þ«¤«ó,418,87
4,4.4,8,556,oni,Þçì¤èâÞçª¸ªãªÊª¤ªÎ,344,41
4,4.4,7,319,oni,«ª«ê«ª«óªòªÊª¾ªë,466,100
4,4.4,7,203,oni,í»ÝÂREST@RT,567,100
4,4.4,7,1363,oni,GAME CHANGER,603,75
4,4.4,7,644,oni,ª¢ªóªºªÎª¦ª¿,526,100
4,4.4,7,193,oni,«¹«¯«í?«ë?«ß««,765,59
4,4.4,7,1314,oni,«ª«ì«ó«¸,439,100
4,4.4,7,49,oni,«µ«ó«Ð «¢«ì«°«ê?«¢,619,29
4,4.4,7,81,oni,ÎßúÂÍØð¯7Ûãª«ªé,541,100
4,4.4,7,1193,oni,«ª«È«Ê«Ö«ë?,446,100
4,4.4,7,222,oni,«á«¿«Ê«¤«ÈªÎæ½ã©«á«É«ì?,655,100
4,4.4,7,1292,oni,«À«ó«¹«Û?«ë,472,74
4,4.4,7,443,oni,«æ«¦«¬«ª«Î«­«ß,480,100
4,4.4,7,725,oni,ÖÃ -ZERO-,498,100
4,4.4,7,1219,oni,ª¦ªÞªÔªçª¤??,557,100
4,4.4,7,378,oni,«Ý«Ë?«Æ?«ëªÈ«·«å«·«å,467,79
4,4.3,7,377,oni,?ªÎ?Û°ï¨,361,100
4,4.3,7,1199,oni,Subtitle,279,100
4,4.3,7,1208,oni,Ù£Í¯è©ªÐªäª·,558,100
4,4.3,7,274,oni,õëá§,654,71
4,4.3,7,689,oni,«´?«´??«­«Ã«Á«ó,558,0
4,4.3,7,1519,oni,ªÏªÁªãªáªÁªãªïªÁªã«é«¤«Õ£¡,468,100
4,4.3,7,323,oni,Phoenix,555,100
4,4.3,7,1262,oni,Phoenix(ªËª¸ªµªóª¸),555,100
4,4.3,7,1303,oni,«Ï«Ã«Ô?«·«ó«»«µ«¤«¶,331,28
4,4.3,7,1033,oni,Aloft in the wind,441,100
4,4.3,7,687,oni,?ãê«¯«í«Ë«¯«ë,567,100
4,4.3,7,1504,oni,«ì«Ê«»?«ë«»«ì«Ê?«Ç,408,100
4,4.3,8,294,oni,PaPaPa Love,456,100
4,4.3,8,420,oni,êÅªËõ¿ê£ü¤ªËù¦,382,100
4,4.3,7,1155,oni,«¢«á«ê«««ó«Ñ«È«í?«ë,415,45
4,4.3,7,285,oni,ô¶Üâ?,831,100
4,4.2,7,648,oni,«Á«§«¤«ó«¯«í«Ë«¯«ë ?Õô?«á«É«ì?,425,100
4,4.2,7,1240,oni,é¸íº,362,83
4,4.2,7,207,oni,«ª?«ë«Ê«¤«Ède«¤«ó«Ç«Ê«¤,555,100
4,4.2,7,1090,oni,«É«é«¤«Õ«é«ï?,243,100
4,4.2,7,951,oni,«¢«¤«É«ëÎÊ?ÞÍ(feat.ñ¥ÔöÏþÙþ),580,100
4,4.2,7,984,oni,««£¡««£¡««£¡«««ß«º«â?«É£¡,446,100
4,4.2,7,889,oni,via lactea,593,30
4,4.2,7,1152,oni,Smile & Go!!,494,100
4,4.2,7,861,oni,«Ê«ó«»«ó«¹Ùþ?,416,49
4,4.2,7,542,oni,«É«é«´«ó«Ü?«ë«Ò?«í?«º «´«Ã«É«ß«Ã«·«ç«ó«·«ê?«º «Æ?«Þ«½«ó«°,389,100
4,4.2,7,281,oni,GO MY WAY!!,568,71
4,4.2,7,1194,oni,ÞçªÏõÌ?,435,100
4,4.2,7,1515,oni,«««ê«¹«Þ«Ã«¯«¹,361,100
4,4.2,7,1116,oni,«ß«Ã«¯«¹«Ê«Ã«Ä,412,100
4,4.2,7,1417,oni,ôø,416,100
4,4.1,7,1275,oni,àøñ¨ªï?ªÉ,512,100
4,4.1,7,1209,oni,«¢«¤«É«ë,479,73
4,4.1,7,1026,oni,â²Ö¥ü£,644,100
4,4.1,7,828,oni,«í«­,576,100
4,4.1,7,307,oni,ìÛíºªÏõÌÍÔ,604,100
4,4.1,7,84,oni,«««ë«á«ó ðÚÍØìéÛãðûÍØ,518,34
4,4.1,7,434,oni,«í«·«¢ÚÅ?«á«É«ì?,468,100
4,4.1,7,1466,oni,ªÉªóªÁªãªóª¨ª«ª­Ê°,368,100
4,4.1,7,26,oni,?ª¹ªë«Õ«©?«Á«å«ó«¯«Ã«­?,529,100
4,4.1,7,1138,oni,«Á«­«Á«­«Ð«ó«Ð«ó,448,100
4,4.1,7,135,oni,?ûåªÊô¸ÞÅªÎ«Æ?«¼,345,100
4,4.1,7,663,oni,ù¦ê££¡«Ð«Áªªà»ßæ,476,66
4,4.1,7,146,oni,«·«ª«««éï½,432,68
4,4.1,7,1228,oni,?ù¦«ª?«ë«Ð«Ã«¯(feat.Ê°äñ«æ«­),571,100
4,4.1,7,1150,oni,?úÂß¤Ê°,436,53
4,4.1,7,1233,oni,ð¯«¼«íÊï,423,100
4,4,7,1334,oni,PEACEKEEPER,429,100
4,4,7,1335,oni,Storyteller,422,100
4,4,7,534,oni,Angelic Angel,554,100
4,4,7,1168,oni,«ª?«Ð?«É,441,100
4,4,7,132,oni,ò¢øÁàÊªÎ«¨«ª«ê«¢,563,79
4,4,7,631,oni,«·«ã«¤«Ë«ó«°65,495,45
4,4,7,1111,oni,ÎÖÚª,466,2
4,4,7,997,oni,twinkle night (feat. somunia),590,0
4,4,7,1176,oni,Crush (Prod. SHOW),502,0
4,4,7,300,oni,Mulberry,544,100
4,4,7,773,oni,Ù¤Ó­ª·?ª»ªèëàÒ³,487,0
4,4,7,447,oni,White Rose Insanity,494,100
4,4,7,973,oni,PONPOKO RHYTHM,554,85
4,4,7,1387,oni,«Ð«Ö«ê?úÔÙ¤ ¢¦ªÐªóªÐªó«Ð«Ö«ë¢¦,555,100
3,3.9,7,1061,oni,«·«ë?«ô?«×«ì«¸«Ç«ó«È,436,100
3,3.9,7,1188,oni,æ½? NI ZHAN,337,100
3,3.9,7,293,oni,«Ø«¤£¬«ß«¹«¿?«×«í«Õ«§«Ã«µ?,567,0
3,3.9,7,1054,oni,ð¯×¿Êï,540,100
3,3.9,7,1280,oni,Just Dance,337,100
3,3.9,7,125,oni,«É«é«´«ó«¹«Ô«ê«Ã«È«á«É«ì?,671,21
3,3.9,7,1032,oni,Emma,571,100
3,3.9,7,1027,oni,ù¾ð®ªê / «¸«Ã«¿«ê«ó?«¸«ó,578,100
3,3.9,7,348,oni,ªéª¤ªÈªËªóª° ªÑªÃª·ªçªó,577,0
3,3.9,7,1337,oni,îïÕôDive,535,100
3,3.9,7,1126,oni,ª¯ªéªÙªéªìªÃí­,469,100
3,3.9,7,1077,oni,«·«ó«Ç«ì«é,661,38
3,3.9,7,1100,oni,Kill My Fortune,627,88
3,3.9,7,1162,oni,ªÍªÍªÍªÍªÍªÍªÍªÍ!ÓÞøïñË,451,100
3,3.8,7,1115,oni,ãæãÁÓÛ,542,100
3,3.8,7,1149,oni,«Õ«©«Ë«¤,574,100
3,3.8,7,1293,oni,õÌÍÔÓðÓ¹ïÃ,371,80
3,3.8,7,547,oni,«ï«ó«À?«â«â?«¤,550,100
3,3.8,7,1517,oni,«µ«¦«À?«¸,334,100
3,3.8,7,493,oni,«¦«ë«È«é«Þ«óX,552,100
3,3.8,7,278,oni,ü£?,453,100
3,3.8,7,1358,oni,Ø¹óÉÊ°,565,86
3,3.8,7,611,oni,á¦Í£ªÏª¤ªÄªÇªâ«ß«¹«Æ«ê?,365,100
3,3.8,7,1112,oni,CITRUS,297,100
3,3.8,7,91,oni,ûýàø,376,100
3,3.8,7,733,oni,JOIN US,420,100
3,3.8,7,1282,oni,ÙíìÑªÎÓö,358,100
3,3.8,7,284,oni,«««²«í«¦«Ç«¤«º,480,100
3,3.8,7,898,oni,God knows...,580,100
3,3.7,7,792,oni,only my railgun,429,0
3,3.7,7,276,oni,õðë´,572,74
3,3.7,7,1327,oni,ªÏª¤ªèªíª³ªóªÇ,395,0
3,3.7,7,535,oni,GEEDªÎ?,410,100
3,3.7,7,652,oni,ßõÎÃ,527,100
3,3.7,7,1326,oni,SHEESH,397,100
3,3.7,7,436,oni,ª¦ªµª®ªÎª·ªÃªÝ,521,100
3,3.7,7,926,oni,Ù¤ªËúîªïªìªÆª¤ªë¡£,379,89
3,3.7,7,169,oni,«É«­«É«­?ªÎåøÊï£¡£¿,473,100
3,3.7,7,14,oni,öÒóô«Ü«¿«ó,455,100
3,3.7,7,1420,oni,ÐÑå¨ªÏ«Û?«ß?,329,100
3,3.7,7,305,oni,ªÍª§?ª¨ªÆ,404,100
3,3.6,7,3,oni,êÃª¤ªÏ«¨«¹«Ú«é«ó«È,507,100
3,3.6,7,580,oni,«¹«Ý?«Ä«À«¤«¸«§«¹«É«ó,436,25
3,3.6,7,267,oni,STAY TUNE,417,100
3,3.6,7,408,oni,Highschool love!,387,100
3,3.6,7,516,oni,ª½ªìªÏÜÒª¿ªÁªÎÐôîæ,377,100
3,3.6,7,1415,oni,ÎÖ?,370,25
3,3.6,7,59,oni,ÜÒªéªÎá¦Í£ªË«À«ó«¹ªò,266,100
3,3.6,7,1169,oni,ª¤ªíªÏª¹ªÆªÃª×£¡,536,100
3,3.6,7,1131,oni,«é«Ö«ê?X,509,75
3,3.6,7,1161,oni,Ahoy!! ä²ªé?ñ¤ú­îä?¡Ù,428,100
3,3.6,7,1453,oni,THE REVO,350,100
3,3.6,7,1001,oni,ªÊªóªÉªÇªâáÅªªª¦,515,100
3,3.6,7,1220,oni,Destr0yer,405,100
3,3.6,7,1125,oni,DANCE MONKEY,397,100
3,3.5,7,275,oni,??,471,100
3,3.5,7,515,oni,DREAMERS' PARADISE,488,100
3,3.5,7,1178,oni,ªïª¿ª·ªÎìéÛãª«ªïª¤ª¤ªÈª³ªí,357,100
3,3.5,7,76,oni,«½?«É«Ð«È«é?«º,414,100
3,3.5,7,736,oni,ìÑªÎªªÑÑªÇ?ë¿ªòãÝª·ª¿ª¤£¡,498,100
3,3.5,7,608,oni,ªªªµª«ªÊ?ìí£¡ªµª«ªÊ«¯«ó,340,77
3,3.5,7,1070,oni,ªÉªóªÁªãªóá¦Í£Õéú¼,573,100
3,3.5,7,741,oni,«Õ«ê«Õ«ê¢Ü«Î«ê«Î«ê¢Ü,386,100
3,3.5,7,601,oni,«¹«×«é«È«¥?«ó2 «á«É«ì?,441,22
3,3.5,7,1226,oni,?Ìö¡¢?ÎèªËªÆ???,443,100
3,3.5,6,694,oni,HOWEVER,304,100
3,3.5,7,487,oni,«é«Ã«¹«ó«´«ì«é«¤,556,100
3,3.4,7,1023,oni,DDU-DU DDU-DU,348,65
3,3.4,7,1230,oni,«Ä«Ð«µ«°«é«Ó«Æ«£,328,100
3,3.4,7,481,ura,shiny smile(×ê),475,100
3,3.4,7,44,oni,YouTube«Æ?«Þ«½«ó«°,455,100
3,3.4,7,512,oni,DRIVE A LIVE,456,100
3,3.4,7,299,oni,Ùíí±ÝèªÊèÝ,443,100
3,3.4,7,946,oni,«ß«å?«Èª¹ªìªÐª¤ª¤ª¸ªãªó¡£,527,100
3,3.4,7,1177,oni,good night baby (feat. Moe Shop),405,100
3,3.4,7,668,oni,«Ú«ó«Ñ«¤«Ê«Ã«Ý?«¢«Ã«Ý?«Ú«ó£¨PPAP£©,156,100
3,3.4,7,1148,oni,Habit,384,100
3,3.4,7,632,oni,÷¼ÍÕªÎ«Þ?«Á,553,38
3,3.4,7,809,oni,«¢«ë«««ê«ì«Ã«È«¦«»«¤,434,100
3,3.3,7,586,oni,Holding Hands,397,100
3,3.3,7,981,oni,1?2?ªµªóª·ªÎªÇ«É«ó«É«««Ã«««Ã£¡,511,100
3,3.3,7,341,oni,Walking Through The Towers,481,100
3,3.3,7,1397,oni,LIMIT BREAK DREAMERS,617,100
3,3.3,7,1024,oni,bad guy,389,100
3,3.3,7,417,oni,Grip & Break down !! -Ó¹ìÑEdit.-,495,100
3,3.3,7,140,oni,+¡Î(«×«é«¹Ñûí­),583,100
3,3.3,7,157,oni,«²«é«²«é«Ý?ªÎª¦ª¿,329,100
3,3.3,7,771,oni,«««ó«¿?«Ó«ì¡¿«Ñ«Ã«·«ª?«Í,509,100
3,3.3,6,1181,oni,ÐôßÌô¸èâªÕª·ª®ªòªÉª¦ª¾,231,100
3,3.3,7,706,oni,?ªÏªßªºª¤ªí,350,100
3,3.3,7,273,oni,ÌùÍØ,536,100
3,3.2,7,1382,oni,Taiko Session,230,46
3,3.2,7,1269,oni,«Ï«í,386,61
3,3.2,7,315,oni,3Q-4U-AC00,539,100
3,3.2,7,277,oni,÷ªÛ¯,445,98
3,3.2,7,1385,oni,«±«»«é«»«é,350,100
3,3.2,7,99,oni,«¦«£«ê«¢«à?«Æ«ëßíÍØ,437,100
3,3.2,7,1287,oni,WOW,304,79
3,3.2,7,480,oni,ØªÛöªòª«ª±ªÆ£¡,444,100
3,3.2,6,1210,oni,«É«­«á«­«À«¤«¢«ê?,457,99
3,3.2,6,51,oni,ª¯ªéª¨£¡«Ö«Ã«È«Ð?«¹«È!!,454,91
3,3.2,6,79,oni,ô¸?ªÈò¢è« ßíÍØ,563,100
3,3.1,6,1204,oni,Back to Life,275,100
3,3.1,6,1074,oni,ì¤ý­Ü¬ñ®ÝÛéÒ The Distance of Love,275,100
3,3.1,6,1506,oni,«È«ó«Ä«««¿«ó«¿«ó,564,100
3,3.1,7,69,oni,«½«¦«ë«­«ã«ê«Ð?II,471,100
3,3.1,7,199,oni,ªªêÃª¤£¡«·«ó«Ç«ì«é,419,100
3,3.1,6,209,oni,Ì³øÅª¨ªë,580,100
3,3.1,6,405,oni,ªäªïªéª«?ó³,488,100
3,3.1,6,793,oni,éëªÈ«Ú«È«é,464,100
3,3.1,6,27,oni,«Ø«Ó?«í?«Æ?«·«ç«ó,507,100
3,3.1,6,98,oni,ªªªª«Ö«ì«Í«ê,351,100
3,3.1,6,1445,oni,VISIONS,313,55
3,3.1,7,35,oni,GLORIOUS RO@D,315,100
3,3.1,6,233,oni,Ù£÷®ïÏ«³«Ê«ó «á«¤«ó?«Æ?«Þ,386,100
3,3,6,205,oni,ONLY MY NOTE,487,100
3,3,7,142,oni,«Õ«¡«Ã«·«ç«ó«â«ó«¹«¿?,374,100
3,3,7,118,oni,ªµªÁªµªÁªËª·ªÆª¢ª²ªë¢Ü,366,100
3,3,6,505,oni,«Ê«Ä«â«Î¡Ù,728,100
3,3,6,422,oni,NeGa/PoSi*«é«Ö/«³?«ë,642,100
3,3,6,1410,oni,WINNER£¡«´«¸«å«¦«¸«ã?£¡,433,50
3,3,6,613,oni,«¿«¤«à«È«é«Ù«é?,489,100
3,3,6,1135,oni,ùÁ?ëåÔé ¢¦ªÕª·ªÅª¯ª·¢¦,400,100
3,3,6,250,oni,«é«Ö«½«ó«°ªÏªÈªÞªéªÊª¤ªè,431,93
3,3,7,466,oni,«À«ó?«À«ó «É«¥«Ó?«º«Ð?£¡,384,100
3,3,7,161,oni,ª´ªáªóªÊªµª¤ªÎKissing You,336,100
2,2.9,6,303,oni,ù¾ð®ªê,488,100
2,2.9,7,583,oni,«½«éªÎ«ß«Á«·«ë«Ù,339,100
2,2.9,6,1336,oni,«·««ßä«Ç«¤«º,422,100
2,2.9,6,1117,oni,1?2?3,427,90
2,2.9,6,661,oni,«¹?«Ñ?«É«é«´«ó«Ü?«ë«Ò?«í?«º «Æ?«Þ«½«ó«°,343,100
2,2.9,6,317,oni,ÌðªÎ?ªÎ«¢«ê«¹,443,100
2,2.9,6,1312,oni,âÁä²?,360,90
2,2.9,6,242,oni,ÏÖªòªÎª»ªÆ,377,100
2,2.9,7,1450,oni,UMAªÎ«Õ«©?«¹«È«ì?«Ëô¶«° ¡¼BPM150øº¡½,208,22
2,2.9,7,467,oni,ôø?ßÇªÇ«²«é«²«é«Ý?,282,100
2,2.9,6,105,oni,ð¯ÎúÎßúÂÍØ,354,100
2,2.8,6,287,oni,Growing Up,603,0
2,2.8,6,301,oni,My Mine,635,0
2,2.8,6,28,oni,Everyday¡¢«««Á«å?«·«ã,630,100
2,2.8,6,1492,oni,«¢«¤«É«ë«é«¤«Õ«¹«¿?«¿?«Ñ«Ã«¯,376,100
2,2.8,7,921,oni,8êÅªÎ÷ø,291,100
2,2.8,6,116,oni,«É«é«´«ó«Ü?«ë«Ò?«í?«º Þ÷?×£«ß«Ã«·«ç«ó«·«ê?«º «Æ?«Þ«½«ó«°,365,100
2,2.8,6,924,oni,?ªÈù¾,350,100
2,2.8,6,1316,oni,ª¢??ªÃª¹£¡,365,100
2,2.8,6,1124,oni,Savage Love,272,70
2,2.8,6,1407,oni,On-Party!,346,50
2,2.8,6,1353,oni,«Õ«¡«¿?«ë,406,100
2,2.7,6,1022,oni,«¦«£?«¢?£¡,339,100
2,2.7,6,1136,oni,«Û«í«á«óëåÔé,360,0
2,2.7,6,318,oni,ûößä?ÙÓßä?÷¼ÍÕßä,390,0
2,2.7,7,460,oni,ªèª¦ª«ª¤?ðÃð¯ìé,272,100
2,2.7,7,468,oni,ð®ªê?í­ªÇ«²«é«²«é«Ý?,292,100
2,2.7,6,1144,oni,×¿ÜâªÎíùÚ¹ªÈóúªÎÊ°,508,100
2,2.7,6,782,oni,Marine Mirage,522,100
2,2.7,6,1462,oni,"«³«É«â«ª«È«Ê«Ò?«í? (feat. ñÓªÑªé, ª·ªÊª³, «ê«¢«Ô)",354,100
2,2.7,6,2,oni,ô¸??ö´,406,0
2,2.7,6,480,ura,ØªÛöªòª«ª±ªÆ£¡(×ê),527,6
2,2.6,6,210,oni,«¤«ó«Ù?«À?«¤«ó«Ù?«À?,482,100
2,2.6,6,795,oni,?úÂ,345,92
2,2.6,6,313,oni,ªªªÐª±ªÎªªÞÂÞÀ,427,100
2,2.6,6,671,oni,Tulip,410,100
2,2.6,6,437,oni,éÒï×ªÝªÃª×,594,100
2,2.6,6,676,oni,TOKIMEKI«¨«¹«««ì?«È,437,100
2,2.6,6,1508,oni,ªªªÏªèª¦£¡÷¼ÍÕ«µ«Þ?,422,100
2,2.6,6,241,oni,ª­ªåªóªÃ£¡«ô«¡«ó«Ñ«¤«¢«¬?«ë,433,100
2,2.6,6,962,oni,úÅâ©,335,100
2,2.6,6,1084,oni,ÑÒÒþ«ì«¤«ó,435,34
2,2.5,6,1398,oni,BRAND NEW STARS!!,353,100
2,2.5,6,280,oni,«Þ?«Ö«ë«Ï?«È,487,100
2,2.5,6,144,oni,«¨«Ó«««Ë«¯«¹,353,52
2,2.5,6,790,oni,?õ®,400,100
2,2.5,6,1270,oni,ÎßúÂÍØð¯çéÛã¡¸ê¡Ù¤¡¹,414,100
2,2.5,6,332,oni,PON PON PON,407,100
2,2.5,6,709,oni,Reason!!,405,72
2,2.5,6,352,oni,«í«Ü«Ã«È«í«±«ó«í?¡Ù,500,100
2,2.4,6,732,oni,ûö,558,100
2,2.4,6,204,oni,M@STERPIECE,390,100
2,2.4,6,1285,oni,Ø«íÍ Sparrow,262,100
2,2.4,6,92,oni,ØÌª­èÝÒ³ªÎª¿ªáªÎ«Ñ«ô«¡?«Ì,383,100
2,2.4,6,198,oni,READY!!,392,81
2,2.4,6,964,oni,ÎÞ!!!,316,100
2,2.4,6,1495,oni,«Ï«Ã«Ô?«é«Ã«­?«Á«ã«Ã«Ô?,266,82
2,2.4,6,672,oni,S(mile)ING!,515,100
2,2.3,6,1073,oni,«¹«­«¹«­àøìÑ,398,100
2,2.3,6,381,oni,?,419,100
2,2.3,6,1442,oni,?ûåªÊå¨ªËýÊª±,415,100
2,2.3,6,646,oni,«ß«Ä«Ü«·¡Ù¡Ù¡Ú,456,100
2,2.3,6,115,oni,«É«é«´«ó«Ü?«ë«Ò?«í?«º «®«ã«é«¯«·?«ß«Ã«·«ç«ó«·«ê?«º «Æ?«Þ«½«ó«°,341,100
2,2.3,6,200,oni,Star!!,346,100
2,2.3,6,511,oni,Shine!!,346,100
